transaction_id,account_id,timestamp,amount,currency,transaction_type,merchant_id,status
TXN_1a9a8ce577d6,ACC_26aa911bed8a,2024-02-09 00:00:00,35680.11,EUR,TRANSFER,MER_66bf033a9b9a,COMPLETED
TXN_2a99b1fed1b3,ACC_9f0573e0d95b,2024-12-21 00:00:00,7648.74,EUR,DEBIT,MER_a101033167bd,FAILED
TXN_40699a392bbe,ACC_b9e1e238baee,2024-04-15 00:00:00,41646.23,JPY,REFUND,MER_89c8b098dde5,COMPLETED
TXN_32596fdd5cdd,ACC_3840cf662cf1,2024-07-13 00:00:00,23854.22,GBP,TRANSFER,MER_1cc12a612f51,CANCELLED
TXN_c0953ae8b213,ACC_4d18dae716d6,2024-11-04 00:00:00,44891.59,JPY,CREDIT,MER_f86dc66283e0,CANCELLED
TXN_0468d24bf53b,ACC_ff1948e6f801,2024-12-13 00:00:00,39909.13,EUR,PAYMENT,MER_bf6580570b4c,COMPLETED
TXN_8d66ae760219,ACC_63231a1ffabf,2024-12-05 00:00:00,1364.83,JPY,CREDIT,MER_18a5ea11815a,PENDING
TXN_480548fd4a6b,ACC_1543df1cdb43,2024-04-18 00:00:00,22740.42,GBP,PAYMENT,MER_888d8c06491e,CANCELLED
TXN_f48bd15c9ab4,ACC_a7f920b28850,2024-01-10 00:00:00,37453.72,USD,TRANSFER,MER_c43736fb8e7b,COMPLETED
TXN_094f526de49c,ACC_aa03b12e7663,2024-01-16 00:00:00,47481.09,EUR,DEBIT,MER_39a26d47b6e7,PENDING
TXN_19f1351013b1,ACC_ec25a4daba9a,2024-10-15 00:00:00,47388.37,JPY,TRANSFER,MER_5a4012796ea6,PENDING
TXN_f69495ac85fc,ACC_6daada84ebcf,2024-02-28 00:00:00,38891.82,EUR,TRANSFER,MER_a91289bdc98e,COMPLETED
TXN_e0ca7871d430,ACC_8f916a8776d6,2024-07-11 00:00:00,19838.76,EUR,DEBIT,MER_7715f9fae6a3,PENDING
TXN_f636e38e7b44,ACC_00a3fc69d314,2024-12-16 00:00:00,30024.58,USD,REFUND,MER_e097c992d7cc,FAILED
TXN_3173e87471ab,ACC_4fe68dd07a61,2024-02-05 00:00:00,25302.98,GBP,DEBIT,MER_0865b31b79af,CANCELLED
TXN_c4551d169398,ACC_55fe39651992,2024-11-21 00:00:00,44579.83,JPY,CREDIT,MER_b19b1ec10759,FAILED
TXN_54d01ccbb264,ACC_8860e9fe6b85,2024-09-04 00:00:00,23249.04,CNY,TRANSFER,MER_8d50bcad2020,PENDING
TXN_78f228aa8b92,ACC_663838764345,2024-08-18 00:00:00,12200.73,JPY,REFUND,MER_14f79ccdc80d,CANCELLED
TXN_04ea53993db7,ACC_49bc3629c80a,2024-06-15 00:00:00,9100.17,EUR,TRANSFER,MER_93beedf6eb4e,FAILED
TXN_e8ead7310a0a,ACC_a5ff1fbd1d33,2024-05-21 00:00:00,27793.99,CNY,CREDIT,MER_74484af308d7,CANCELLED
TXN_8dda85a71ab1,ACC_526059c8777a,2024-12-19 00:00:00,23809.89,JPY,PAYMENT,MER_b9fc6bd2853a,COMPLETED
TXN_41e32997dce2,ACC_282c8e320664,2024-05-04 00:00:00,15317.24,CNY,TRANSFER,MER_93a94c3274c8,FAILED
TXN_6a4871d2e0eb,ACC_61853d9627af,2024-06-18 00:00:00,17597.01,JPY,TRANSFER,MER_e5af4655b1fb,PENDING
TXN_0831179aa02a,ACC_a732ae6fe471,2024-03-02 00:00:00,37146.62,EUR,CREDIT,MER_9a0be292be9a,CANCELLED
TXN_bce513ea962e,ACC_de261f8c9b14,2024-09-25 00:00:00,29843.57,USD,CREDIT,MER_2958072589c8,FAILED
TXN_96f2a612425c,ACC_f67e99ad4346,2024-09-30 00:00:00,6337.88,USD,DEBIT,MER_e4ff1a3a1ac2,PENDING
TXN_ba9ba797e0a0,ACC_fb8a6665c216,2024-02-22 00:00:00,43637.26,CNY,TRANSFER,MER_f6f9ba50390c,CANCELLED
TXN_589c4cf7c70c,ACC_fb247bc7400b,2024-05-09 00:00:00,47053.77,JPY,DEBIT,MER_2d93dedba137,CANCELLED
TXN_2d8cb949373d,ACC_b6ed119782d7,2024-12-17 00:00:00,2689.92,EUR,REFUND,MER_84b77934bf1b,COMPLETED
TXN_f21c5ddccd66,ACC_24faba8361e1,2024-08-01 00:00:00,30319.82,CNY,CREDIT,MER_2eebbdbc9c1e,CANCELLED
TXN_f85f1bee5702,ACC_fd7b8544e95b,2024-10-28 00:00:00,49501.66,GBP,REFUND,MER_79677f755e3a,COMPLETED
TXN_412134d774a6,ACC_a106b139b924,2024-04-18 00:00:00,13239.66,USD,CREDIT,MER_763e5af1d1d5,COMPLETED
TXN_a2fd2eec1dba,ACC_49f661f4137e,2024-12-18 00:00:00,29694.62,GBP,DEBIT,MER_dd32f9a139b7,FAILED
TXN_f79f3fc6a86e,ACC_3a0f69377466,2024-12-17 00:00:00,11678.86,GBP,REFUND,MER_75f9d3bb445f,PENDING
TXN_35386819ab59,ACC_cd1dc16cb9cd,2024-11-27 00:00:00,7457.98,GBP,CREDIT,MER_b4bfbe059c44,PENDING
TXN_6f3d3a26326a,ACC_febbd9faf194,2024-10-18 00:00:00,46060.41,JPY,DEBIT,MER_60d9ff860118,FAILED
TXN_b8cf71c76b98,ACC_fe9e5d57e026,2024-09-13 00:00:00,27003.68,JPY,DEBIT,MER_b8fb9979f480,CANCELLED
TXN_dac45618f29f,ACC_51541f23ab6c,2024-01-14 00:00:00,4575.43,CNY,REFUND,MER_4c56e6c87938,FAILED
TXN_f15fb0de1b25,ACC_c8da1ee64d84,2024-03-30 00:00:00,23530.34,JPY,TRANSFER,MER_8605699b127d,CANCELLED
TXN_e9aa4ba84991,ACC_49acf085c51e,2024-02-16 00:00:00,23505.82,JPY,TRANSFER,MER_f09fb498b5ef,COMPLETED
TXN_9cece4392fc6,ACC_e77c95617be3,2024-12-21 00:00:00,24778.5,JPY,REFUND,MER_7dd6ff0b7fa4,COMPLETED
TXN_363095d00b19,ACC_9a14105d6eb4,2024-07-25 00:00:00,43246.88,USD,REFUND,MER_09733991802a,COMPLETED
TXN_c9e6222ee276,ACC_0f7cd0232002,2024-09-12 00:00:00,31274.18,USD,CREDIT,MER_7e0291ffbf6d,PENDING
TXN_fb2fb131e3a0,ACC_77b720590e91,2024-12-23 00:00:00,24240.74,USD,REFUND,MER_6de93cac0909,PENDING
TXN_6f6abcb8b4ba,ACC_924cfa29db00,2024-07-27 00:00:00,4669.53,USD,PAYMENT,MER_64f646c7a7d8,PENDING
TXN_1a36dff0ef19,ACC_2717ca79467f,2024-09-17 00:00:00,35273.53,JPY,PAYMENT,MER_c80712ac62d7,PENDING
TXN_33af181f5431,ACC_6483a19a1309,2024-04-07 00:00:00,46094.19,CNY,CREDIT,MER_978fb221821f,FAILED
TXN_60209d3eb87a,ACC_47f26088a8b4,2024-06-23 00:00:00,46713.08,CNY,TRANSFER,MER_228c1ea3cca7,FAILED
TXN_d937eb392f22,ACC_7c22aa4cff97,2024-10-23 00:00:00,49945.13,JPY,CREDIT,MER_8c438cbb16b8,CANCELLED
TXN_f355bac4a729,ACC_5f72d4e45d39,2024-10-05 00:00:00,18866.73,GBP,CREDIT,MER_48e680e137f6,PENDING
TXN_2eb07fe5ca4f,ACC_62cf41432c2d,2024-07-29 00:00:00,2191.93,JPY,PAYMENT,MER_7139e88322b1,PENDING
TXN_2ef350cf0c29,ACC_e2d230b7405a,2024-09-14 00:00:00,48268.03,GBP,DEBIT,MER_cdd9409f86f2,CANCELLED
TXN_f2b3ed537847,ACC_db350fc60fa6,2024-01-08 00:00:00,36124.97,JPY,CREDIT,MER_f1e74fa54f9f,FAILED
TXN_59c6dd5a2d85,ACC_80e664189582,2024-11-28 00:00:00,4024.96,GBP,REFUND,MER_18090ff316b4,FAILED
TXN_edf882712ada,ACC_42ff7ddd98cb,2024-09-06 00:00:00,43620.43,USD,REFUND,MER_dd4dddc49f0f,FAILED
TXN_517356e15493,ACC_cddc26ae7ecc,2024-08-10 00:00:00,48917.1,USD,PAYMENT,MER_c04fbf862b71,FAILED
TXN_2fbf089d43f5,ACC_6d4d61479a7f,2024-01-29 00:00:00,14675.46,GBP,PAYMENT,MER_95767013be2c,CANCELLED
TXN_560a357905ec,ACC_1dd0f04fd29d,2024-03-28 00:00:00,8761.72,CNY,PAYMENT,MER_e1be8c3ec970,PENDING
TXN_963c31087ad3,ACC_cf1d0bcd6102,2024-04-28 00:00:00,23062.88,GBP,PAYMENT,MER_940894ce3433,COMPLETED
TXN_8d2833f2fb2c,ACC_ae30765e22fb,2024-05-27 00:00:00,33883.77,EUR,DEBIT,MER_4ed6d8faffc2,FAILED
TXN_2c28c31cc5b1,ACC_a4d8316604fe,2024-08-05 00:00:00,34518.77,JPY,TRANSFER,MER_e5bc35c984c4,CANCELLED
TXN_ced412498f4b,ACC_33aa76692aa1,2024-07-14 00:00:00,28600.42,CNY,TRANSFER,MER_65618a76229d,FAILED
TXN_c93440601ebd,ACC_9bfbe18e8461,2024-07-21 00:00:00,13731.27,CNY,DEBIT,MER_458ca6f6f0e3,CANCELLED
TXN_fae523069fe6,ACC_ee7ee731ea25,2024-04-27 00:00:00,30357.18,GBP,CREDIT,MER_43f0a0b39bae,FAILED
TXN_221fd24a443c,ACC_5de874335888,2024-12-03 00:00:00,34045.95,EUR,DEBIT,MER_1b70faf98eab,COMPLETED
TXN_3c56dee25ad3,ACC_f38cfd5df68b,2024-10-23 00:00:00,18249.41,EUR,DEBIT,MER_84983c0f587b,FAILED
TXN_4d562db5b723,ACC_03526c12164a,2024-03-08 00:00:00,39327.78,GBP,REFUND,MER_2828cc4d5f7c,FAILED
TXN_4c6ac8d3b15f,ACC_86be814e38a3,2024-09-03 00:00:00,48369.53,GBP,TRANSFER,MER_fde0b6c29d73,CANCELLED
TXN_5bb0a20cf0ff,ACC_5faed0cb2225,2024-04-25 00:00:00,43008.43,JPY,REFUND,MER_8796673d18b3,CANCELLED
TXN_ef6990cf7789,ACC_b745f26be092,2024-08-20 00:00:00,18435.6,GBP,REFUND,MER_4af051f39a15,FAILED
TXN_d7e5c67c89f0,ACC_e9101e68611a,2024-01-13 00:00:00,30981.15,CNY,TRANSFER,MER_efda78513614,PENDING
TXN_d9bc39ec79ad,ACC_230b91867935,2024-08-25 00:00:00,45470.29,GBP,PAYMENT,MER_ff47c9d5e519,COMPLETED
TXN_45ac3487ae18,ACC_96625ddee53f,2024-09-09 00:00:00,5814.86,EUR,REFUND,MER_cc80e8349dd6,CANCELLED
TXN_72a79da731e8,ACC_552e90503067,2024-12-22 00:00:00,47299.24,JPY,REFUND,MER_2c1bdd1027e7,PENDING
TXN_bf6fe3801afd,ACC_a3f700329dbf,2024-09-07 00:00:00,30786.45,GBP,DEBIT,MER_3cf389ae40d3,PENDING
TXN_cf3b02477650,ACC_46336bc4e818,2024-07-04 00:00:00,4976.74,GBP,REFUND,MER_2555b6a079a7,FAILED
TXN_99b0a40241c3,ACC_f6638c5359ad,2024-03-03 00:00:00,47451.05,JPY,DEBIT,MER_4f43c552190e,COMPLETED
TXN_a3567da99ae0,ACC_716b86667d02,2024-03-05 00:00:00,39351.04,EUR,DEBIT,MER_4ea590afa041,PENDING
TXN_f5964ce620a2,ACC_a8256d7e54fd,2024-04-29 00:00:00,16434.69,EUR,REFUND,MER_82306b1a20dd,PENDING
TXN_4408445e28de,ACC_e60787445374,2024-03-30 00:00:00,5505.22,USD,CREDIT,MER_e82835accc66,PENDING
TXN_7cec4c4a16e7,ACC_6b0c9a288062,2024-05-15 00:00:00,2629.43,JPY,REFUND,MER_5ccd4c118248,COMPLETED
TXN_9fc18081f164,ACC_4b58c114b0b2,2024-09-19 00:00:00,29687.36,JPY,REFUND,MER_7cd5bd852eb7,COMPLETED
TXN_f45ae59e2ed0,ACC_b04df6aa0f71,2024-12-03 00:00:00,26077.35,JPY,DEBIT,MER_64cfe25080f1,CANCELLED
TXN_4abb8299ee4c,ACC_ffb27befc144,2024-02-25 00:00:00,24518.54,JPY,DEBIT,MER_ea5c598670ee,FAILED
TXN_87e63d23fda5,ACC_87bdcb0da1ba,2024-05-20 00:00:00,31219.63,CNY,REFUND,MER_65114b0265ef,CANCELLED
TXN_fb9edf87b963,ACC_40bbce04c077,2024-08-20 00:00:00,25282.5,JPY,DEBIT,MER_dc1aea5a5659,COMPLETED
TXN_ea724aa3467a,ACC_c2bf324c5ea2,2024-10-09 00:00:00,36044.79,EUR,PAYMENT,MER_5e8d90265bf1,PENDING
TXN_5ca602e16ab5,ACC_b08182e4704e,2024-07-23 00:00:00,20805.32,USD,TRANSFER,MER_41891136786a,FAILED
TXN_7bb6fc4efe10,ACC_9c671893a254,2024-08-30 00:00:00,3365.99,USD,DEBIT,MER_65124eed2e11,FAILED
TXN_5b760cfce44e,ACC_fb8cc4729ea7,2024-10-27 00:00:00,47831.66,CNY,TRANSFER,MER_1fb295da3070,CANCELLED
TXN_0c8db1cdca8e,ACC_85f3b80908d1,2024-08-04 00:00:00,43405.93,USD,TRANSFER,MER_aa56dd673ad8,FAILED
TXN_d7b4791b1bb4,ACC_e54e42955901,2024-03-20 00:00:00,32840.25,EUR,DEBIT,MER_99942b7d6875,FAILED
TXN_7504602e8ad7,ACC_5a9297b6f15d,2024-04-25 00:00:00,40363.0,CNY,REFUND,MER_7a12e56f9eb5,COMPLETED
TXN_1c76af7f31da,ACC_e2bf17b464d5,2024-12-21 00:00:00,13379.71,EUR,TRANSFER,MER_4d3d5e95769d,FAILED
TXN_97cefe180866,ACC_af58ab02ee0a,2024-04-02 00:00:00,43494.44,CNY,PAYMENT,MER_cdb69b7680f4,COMPLETED
TXN_514215d75927,ACC_008df3bd028c,2024-07-11 00:00:00,20997.43,GBP,CREDIT,MER_d2ee4305473f,FAILED
TXN_f20da677a2c0,ACC_6cf400acfd7d,2024-02-13 00:00:00,44168.28,EUR,CREDIT,MER_465944c0f0bb,COMPLETED
TXN_869f73e21ab9,ACC_ad61da90b490,2024-12-04 00:00:00,21206.5,CNY,PAYMENT,MER_661d8a47976e,PENDING
TXN_5be217607699,ACC_b61b2e8491fe,2024-08-08 00:00:00,5553.38,CNY,PAYMENT,MER_70d46b92147f,FAILED
TXN_f40a3fac171d,ACC_325a37cd5412,2024-11-02 00:00:00,2748.55,EUR,TRANSFER,MER_008bddda200b,PENDING
TXN_a6e218381f98,ACC_5e3f569189c5,2024-03-02 00:00:00,396.42,JPY,CREDIT,MER_3daad32de41f,PENDING
TXN_5eb036df10e9,ACC_d650d026800f,2024-06-30 00:00:00,3613.05,USD,PAYMENT,MER_8994743db0d5,COMPLETED
TXN_d99d6518eadd,ACC_ba9f5accdbf2,2024-10-20 00:00:00,20227.1,JPY,TRANSFER,MER_67e1a20aef0f,COMPLETED
TXN_8d6c5d6a2952,ACC_12e4130974e8,2024-11-12 00:00:00,23010.24,GBP,DEBIT,MER_9008753f597a,COMPLETED
TXN_07137cd83a0e,ACC_2df1e2fe0fe1,2024-09-25 00:00:00,3941.57,GBP,TRANSFER,MER_66060e77677c,PENDING
TXN_7a1a429a3932,ACC_0fb5a25b5178,2024-09-28 00:00:00,25502.5,GBP,TRANSFER,MER_5eb75aaa7261,PENDING
TXN_1f164c509e3f,ACC_e637fbdac711,2024-04-11 00:00:00,8683.22,EUR,DEBIT,MER_14682654d17b,CANCELLED
TXN_0f94178b0c82,ACC_e8c6eadf8e80,2024-10-23 00:00:00,22450.77,CNY,REFUND,MER_b57784fa3449,FAILED
TXN_06be008394e6,ACC_ed5a784059c7,2024-08-14 00:00:00,31572.94,GBP,REFUND,MER_e0682c5272bf,COMPLETED
TXN_e90b4ac7a086,ACC_8e921901c4c4,2024-01-30 00:00:00,18443.19,GBP,DEBIT,MER_97e5b4ba3d35,COMPLETED
TXN_61e3cf32fa9e,ACC_4f29a2daccec,2024-08-24 00:00:00,29020.67,USD,PAYMENT,MER_f729c306c78a,PENDING
TXN_5d6aec64a31f,ACC_ba01ede7d640,2024-03-18 00:00:00,47886.54,JPY,DEBIT,MER_6b3d770e7b12,FAILED
TXN_7cb879dcd063,ACC_e78b68fa38ca,2024-11-26 00:00:00,8636.22,EUR,PAYMENT,MER_54f2270d15e2,PENDING
TXN_53192c47660b,ACC_5920423853a4,2024-07-17 00:00:00,20444.38,GBP,REFUND,MER_701f9c0874cb,FAILED
TXN_83939b3a588b,ACC_639b2a5ae19e,2024-12-13 00:00:00,19334.34,GBP,REFUND,MER_8a9640eb8ee9,FAILED
TXN_c17659c80e79,ACC_85bc48759d45,2024-06-28 00:00:00,15518.48,JPY,CREDIT,MER_6e4778564132,COMPLETED
TXN_171719aa7715,ACC_4322844ef9b5,2024-06-17 00:00:00,40661.11,CNY,DEBIT,MER_d8ee35a50fbd,CANCELLED
TXN_3d65050ba7f4,ACC_3cee2079ac12,2024-06-07 00:00:00,9021.34,EUR,TRANSFER,MER_a0de73723c28,CANCELLED
TXN_c721cd2a2140,ACC_8d5da99add9f,2024-03-20 00:00:00,3867.48,USD,REFUND,MER_c1fe359a5aa9,COMPLETED
TXN_2aff76a9e335,ACC_6bf3c7faf2cc,2024-11-12 00:00:00,6561.14,JPY,CREDIT,MER_26c570a8fb58,PENDING
TXN_9e2d15345bb5,ACC_29ac0afb44b0,2024-07-05 00:00:00,33821.38,EUR,PAYMENT,MER_895e2771c38a,CANCELLED
TXN_e633106c69ba,ACC_369edd839736,2024-08-28 00:00:00,45199.68,EUR,TRANSFER,MER_859351d6e87e,CANCELLED
TXN_4f1649799a39,ACC_0b417eb289de,2024-07-14 00:00:00,25150.31,JPY,CREDIT,MER_2f108e7cd580,PENDING
TXN_fdc2f8a63afd,ACC_968626c39234,2024-09-03 00:00:00,43707.11,CNY,DEBIT,MER_bc105b7435ba,COMPLETED
TXN_0b5c0847493b,ACC_bd33fa2bfe07,2024-05-19 00:00:00,22471.47,CNY,CREDIT,MER_27d02513f2c1,COMPLETED
TXN_387b867144bd,ACC_0d8aecb6adc7,2024-08-18 00:00:00,44232.64,USD,PAYMENT,MER_a7eb1b35ed2a,FAILED
TXN_28edce4d7459,ACC_29555beb57e5,2024-07-10 00:00:00,11234.69,GBP,DEBIT,MER_ff499cf9c71f,FAILED
TXN_ba9360ff9795,ACC_49a6d44ac57a,2024-05-26 00:00:00,45870.63,JPY,CREDIT,MER_f78bdad2f040,CANCELLED
TXN_ab84b0ce6ab1,ACC_200813e0953b,2024-02-10 00:00:00,960.0,EUR,CREDIT,MER_9a616788f6fa,CANCELLED
TXN_1693f410763f,ACC_dc3e0dcfb342,2024-06-03 00:00:00,6101.2,EUR,PAYMENT,MER_d3f221ffe2c7,CANCELLED
TXN_5cc92727d426,ACC_29e4a6c1abc9,2024-09-12 00:00:00,29840.98,USD,REFUND,MER_5b631037a494,PENDING
